Degree,Field_of_Study,University_GPA,Certifications,Internships_Completed,Job_Role
B.Sc,Microbiology,6.5,AutoCAD,3,Registered Nurse
B.Tech,Metallurgical Engineering,9.52,Scrum Master,1,Project Manager
M.Tech,Transportation Engineering,8.92,None,2,Senior Data Scientist
B.Tech,Biotechnology,9.27,Scrum Master,0,Robotics Engineer
MBA,Agri-Business Management,6.43,Six Sigma,2,Agri-Business Manager
B.Sc,Chemistry,9.7,CPA,1,Software Developer
B.A,Performing Arts,9.07,Six Sigma,0,Journalist
B.Com,International Business,8.82,Six Sigma,3,Financial Auditor
B.Tech,Robotics & Automation,7.95,Six Sigma,0,Automotive Design Engineer
B.Tech,Marine Engineering,6.23,Python,2,Food Safety Officer
B.Tech,Civil Engineering,7.75,Python,1,Process Engineer
B.Des,Interior Design,7.44,Java,0,Fashion Stylist
BBA,Logistics & Supply Chain,8.79,CPA,2,Marketing Executive
B.Com,Financial Markets,9.08,Scrum Master,1,Chartered Accountant
B.Des,Graphic Design,6.86,CPA,1,Interior Architect
B.A,Psychology,9.66,None,1,Content Writer
B.Tech,Aeronautical Engineering,9.05,React,1,Robotics Engineer
BBA,Business Analytics,6.75,Six Sigma,0,Sales Manager
B.Tech,Electrical Engineering,6.18,AutoCAD,2,Maintenance Engineer
BBA,Finance,6.94,AWS,2,Sales Manager
B.Sc,Environmental Science,7.12,AWS,1,Dietician
B.Des,Communication Design,6.03,AWS,2,Interior Architect
,Computer Science Engineering (Masters),9.08,AutoCAD,0,R&D Engineer
MBA,IT Management,8.22,None,3,Product Manager
M.Sc,Food Science & Nutrition,8.49,Scrum Master,1,Data Engineer
B.Sc,Forensic Science,8.32,Six Sigma,3,Lab Technician
M.Sc,Data Science (M.Sc),8.09,Python,0,Data Engineer
M.Tech,Artificial Intelligence (Masters),8.52,AWS,1,Senior Data Scientist
M.Sc,Electronics (M.Sc),6.17,Six Sigma,2,Statistician
B.Tech,Automobile Engineering,9.82,CPA,3,Robotics Engineer
M.Tech,Environmental Engineering (Masters),9.11,React,2,R&D Engineer
B.Des,Jewellery Design,8.27,Six Sigma,0,Product Designer
B.Sc,Nutrition & Dietetics,7.42,AutoCAD,1,Dietician
M.Tech,Biotechnology (Masters),9.12,AWS,2,R&D Engineer
B.Sc,Environmental Science,6.16,Python,2,Registered Nurse
B.Com,Computer Applications,6.49,AWS,0,Bank Officer
B.A,Fine Arts,7.56,Python,2,Art Director
BBA,Aviation Management,6.22,CPA,1,Relationship Manager
B.Com,Auditing,9.53,Java,1,Chartered Accountant
MBA,Hospitality & Tourism (Advanced),8.16,AWS,2,Hospital Administrator
M.Tech,Artificial Intelligence (Masters),6.69,Python,2,Robotics System Architect
BBA,Banking & Insurance,9.77,React,2,Hotel Manager
B.A,English,8.12,None,1,Psychologist
M.Sc,Electronics (M.Sc),8.02,None,2,Data Engineer
M.Tech,Biotechnology (Masters),8.56,Scrum Master,3,Senior Data Scientist
MBA,IT Management,6.52,None,0,Business Development Manager
B.Tech,AI & Machine Learning,8.84,Python,2,Data Scientist
M.Tech,Computer Science Engineering (Masters),7.43,AWS,1,VLSI Architect
B.Com,Financial Markets,9.48,React,1,Chartered Accountant
M.Sc,Microbiology (M.Sc),7.59,None,2,Clinical Psychologist
M.Tech,Cybersecurity (Masters),8.35,React,0,Senior Data Scientist
B.Des,Jewellery Design,8.46,React,0,Product Designer
MBA,Agri-Business Management,8.3,Scrum Master,3,Hospital Administrator
M.Tech,Information Technology (Masters),6.83,None,0,Robotics System Architect
B.Des,Textile Design,6.64,Six Sigma,1,Interior Architect
B.Des,Game Design,7.52,Java,1,Fashion Stylist
B.Des,Communication Design,8.32,AWS,1,Product Designer
MBA,Entrepreneurship (Advanced),7.86,AWS,0,HR Director
B.Sc,Microbiology,9.51,AutoCAD,3,Clinical Research Associate
B.Tech,AI & Machine Learning,7.06,Scrum Master,1,Full Stack Developer
B.Sc,Electronics,9.85,AWS,0,Software Developer
B.Des,Textile Design,8.13,CPA,0,Product Designer
B.A,Political Science,8.78,CPA,2,Psychologist
B.Com,Auditing,7.2,React,3,Tax Consultant
B.Des,Animation & Multimedia,6.68,CPA,0,Interior Architect
MBA,Hospitality & Tourism (Advanced),8.55,Java,3,Hospital Administrator
B.Sc,Microbiology,8.85,Python,0,Microbiologist
B.Sc,Agriculture,6.44,CPA,0,Registered Nurse
B.Sc,Agriculture,7.32,CPA,3,Dietician
B.Sc,Psychology,6.85,Python,3,Registered Nurse
B.Tech,Data Science,7.31,Six Sigma,2,Full Stack Developer
B.Com,Taxation,7.43,Java,2,Tax Consultant
B.Com,Taxation,6.25,Scrum Master,3,Bank Officer
M.Sc,Physics (M.Sc),6.22,Java,3,Statistician
MBA,Digital Marketing (Advanced),8.26,None,0,Product Manager
B.A,Political Science,6.13,None,1,Social Worker
B.Tech,Petroleum Engineering,7.65,React,0,Automotive Design Engineer
B.Sc,Physics,8.71,Six Sigma,2,Lab Technician
M.Tech,Information Technology (Masters),8.55,Six Sigma,3,Senior Data Scientist
B.Des,UI/UX Design,7.38,Six Sigma,3,Fashion Stylist
MBA,Human Resource (Advanced),6.68,Java,2,Business Development Manager
B.Sc,Information Technology,9.3,Six Sigma,3,Software Developer
B.A,English,6.6,React,3,Social Worker
B.Tech,Automobile Engineering,9.25,Scrum Master,1,Robotics Engineer
B.Com,Financial Markets,7.06,None,2,Tax Consultant
B.Tech,Civil Engineering,6.62,Python,0,Site Supervisor
M.Tech,Data Science (Masters),6.57,Python,3,Robotics System Architect
BBA,Logistics & Supply Chain,9.28,CPA,0,Business Analyst
B.A,Tamil,7.71,None,1,Policy Analyst
B.Sc,Computer Science,6.88,None,3,Forensic Expert
B.Sc,Chemistry,6.69,AWS,1,Forensic Expert
B.Com,Economics,7.88,CPA,1,Tax Consultant
B.Sc,Computer Science,6.76,AutoCAD,1,Forensic Expert
B.Sc,Computer Science,9.4,Python,2,Software Developer
B.Sc,Chemistry,8.68,Python,0,Lab Technician
B.Tech,Civil Engineering,6.93,Python,1,Site Supervisor
B.Sc,Artificial Intelligence,9.75,CPA,1,Software Developer
,Aviation Management,8.13,React,1,Retail Store Manager
B.Sc,Forensic Science,8.82,React,3,Lab Technician
MBA,Banking & Financial Services,7.47,Python,1,Portfolio Manager
B.Tech,Biotechnology,6.09,AWS,0,Food Safety Officer
B.Tech,Automobile Engineering,9.53,Python,0,Robotics Engineer
B.Com,Corporate Secretaryship,7.9,Six Sigma,1,Tax Consultant
B.Tech,Mining Engineering,8.47,React,3,Structural Engineer
MBA,International Business (Advanced),7.33,CPA,1,HR Director
B.Des,Fashion Design,7.72,None,0,Fashion Stylist
B.Com,Auditing,8.08,CPA,2,Financial Auditor
M.Tech,Transportation Engineering,6.69,Scrum Master,3,Robotics System Architect
B.A,Education,8.72,Java,0,Psychologist
B.A,Hindi,8.75,AWS,1,Psychologist
M.Sc,Physics (M.Sc),9.73,Six Sigma,2,Senior Researcher
BBA,Finance,9.09,None,2,Business Analyst
MBA,International Business (Advanced),6.73,AWS,2,Business Development Manager
B.Tech,Electronics & Communication Engineering,6.76,Python,1,Maintenance Engineer
B.Tech,Aerospace Engineering,9.37,Scrum Master,3,Robotics Engineer
BBA,Digital Marketing,6.37,CPA,0,Sales Manager
M.Tech,Thermal Engineering,9.38,AutoCAD,0,R&D Engineer
B.Com,Auditing,8.13,Scrum Master,1,Financial Auditor
BBA,Operations Management,6.9,React,0,Sales Manager
M.Tech,Computer Science Engineering (Masters),7.53,Java,2,VLSI Architect
B.Des,Textile Design,8.15,React,1,Product Designer
MBA,IT Management,8.93,AutoCAD,1,Product Manager
B.Tech,Biomedical Engineering,8.24,AutoCAD,2,Biomedical Engineer
M.Tech,Computer Science Engineering (Masters),7.77,Six Sigma,1,VLSI Architect
B.Tech,AI & Data Science,7.4,Scrum Master,2,Full Stack Developer
B.Tech,AI & Data Science,6.58,React,0,System Engineer
B.A,Sanskrit,6.12,Java,0,Social Worker
B.A,Sanskrit,9.38,Python,0,Content Writer
MBA,Human Resource (Advanced),9.4,Six Sigma,3,Investment Banker
B.Tech,Data Science,8.99,Python,0,Data Scientist
B.Des,Jewellery Design,6.52,Six Sigma,1,Interior Architect
B.Sc,Data Science,9.83,None,2,Software Developer
M.Sc,Microbiology (M.Sc),6.79,AWS,0,Statistician
M.Sc,Electronics (M.Sc),9.33,Python,2,Senior Researcher
B.Des,Interior Design,7.51,Python,2,Fashion Stylist
B.A,English,9.48,Python,0,Content Writer
,Food Science & Nutrition,6.99,Java,0,Clinical Psychologist
B.Sc,Artificial Intelligence,9.19,Python,3,Software Developer
M.Sc,Microbiology (M.Sc),6.96,Six Sigma,3,Statistician
B.Com,Business Analytics,9.56,AWS,0,Chartered Accountant
M.Sc,Forensic Science (M.Sc),6.26,Six Sigma,3,Statistician
MBA,Banking & Financial Services,8.32,AutoCAD,2,Hospital Administrator
B.Tech,Environmental Engineering,6.96,None,0,Food Safety Officer
,Logistics & Supply Chain (Advanced),9.59,PMP,0,Supply Chain Manager
B.Tech,Production Engineering,9.0,Scrum Master,3,Project Manager
B.A,Education,6.17,None,3,Social Worker
B.A,Psychology,8.34,Six Sigma,0,Psychologist
M.Sc,Food Science & Nutrition,9.03,AWS,0,Senior Researcher
BBA,Finance,8.31,Scrum Master,2,Marketing Executive
M.Sc,Artificial Intelligence (M.Sc),8.51,Six Sigma,3,Data Engineer
B.Com,Banking & Insurance,7.55,Six Sigma,1,Tax Consultant
B.Com,Accounting & Finance,7.75,Scrum Master,0,Tax Consultant
B.Tech,Computer Science Engineering,7.8,Six Sigma,1,Full Stack Developer
MBA,Retail Management (Advanced),9.68,Java,3,Supply Chain Manager
MBA,Aviation Management (Advanced),6.41,CPA,1,Agri-Business Manager
B.Des,Animation & Multimedia,8.1,None,0,Product Designer
,Aviation Management (Advanced),6.61,Google Analytics,2,Portfolio Manager
B.Sc,Mathematics,7.55,React,3,Data Analyst
B.Des,Jewellery Design,9.75,Scrum Master,3,UI/UX Designer
B.A,Economics,8.08,React,0,Psychologist
B.A,Economics,6.57,AWS,0,Social Worker
M.Tech,Transportation Engineering,9.88,React,2,R&D Engineer
B.Sc,Statistics,9.47,Python,2,Software Developer
M.Tech,Machine Learning,8.53,Java,1,Senior Data Scientist
M.Sc,Mathematics (M.Sc),6.01,Scrum Master,2,Statistician
B.A,Performing Arts,8.58,Python,1,Public Relations Officer
MBA,Operations Management (Advanced),8.48,None,1,Product Manager
B.Tech,Food Technology,7.12,AutoCAD,3,Automotive Design Engineer
M.Sc,Microbiology (M.Sc),7.61,CPA,2,Clinical Psychologist
B.A,Hindi,8.14,AWS,1,Psychologist
B.Tech,AI & Machine Learning,6.62,CPA,2,System Engineer
B.Sc,Nutrition & Dietetics,9.53,CPA,3,Clinical Research Associate
B.A,English,8.46,Six Sigma,1,Psychologist
B.Tech,Robotics & Automation,6.5,CPA,2,Food Safety Officer
B.Tech,Environmental Engineering,7.19,None,3,Automotive Design Engineer
B.A,Fine Arts,6.48,AutoCAD,1,Media Planner
M.Sc,Agriculture (M.Sc),8.27,AutoCAD,0,Data Engineer
B.Tech,Environmental Engineering,9.01,AWS,2,Robotics Engineer
B.Des,Industrial Design,7.12,CPA,3,Fashion Stylist
M.Sc,Microbiology (M.Sc),7.61,AutoCAD,0,Clinical Psychologist
MBA,Banking & Financial Services,8.28,Six Sigma,2,Hospital Administrator
B.A,Philosophy,6.65,AWS,1,Social Worker
M.Tech,Robotics,9.88,Python,1,R&D Engineer
MBA,Marketing (Advanced),6.85,None,1,Business Development Manager
B.A,Sociology,7.47,Python,1,Policy Analyst
MBA,Digital Marketing (Advanced),9.63,React,1,Investment Banker
BBA,Logistics & Supply Chain,7.07,None,2,HR Generalist
BBA,Business Analytics,7.68,AutoCAD,1,HR Generalist
M.Sc,Chemistry (M.Sc),7.26,CPA,3,Clinical Psychologist
MBA,Agri-Business Management,7.02,Python,3,Portfolio Manager
M.Tech,Robotics,7.82,None,0,VLSI Architect
M.Tech,Artificial Intelligence (Masters),6.05,Six Sigma,2,Robotics System Architect
B.Sc,Mathematics,8.78,Six Sigma,0,Lab Technician
BBA,International Business,7.8,Java,2,HR Generalist
MBA,Business Analytics (Advanced),8.62,CPA,2,Product Manager
B.Com,Business Analytics,7.58,AWS,2,Tax Consultant
M.Sc,Electronics (M.Sc),9.67,React,2,Senior Researcher
B.Sc,Chemistry,7.77,CPA,0,Data Analyst
B.Com,Taxation,9.43,CPA,0,Chartered Accountant
M.Tech,Computer Science Engineering (Masters),6.33,React,2,Robotics System Architect
M.Tech,Machine Learning,8.36,Python,3,Senior Data Scientist
B.Sc,Computer Science,9.19,None,3,Software Developer
M.Sc,Environmental Science (M.Sc),7.0,React,2,Clinical Psychologist
B.Tech,Data Science,9.76,Java,0,AI Engineer
M.Tech,Transportation Engineering,9.78,CPA,2,R&D Engineer
B.Sc,Data Science,6.67,Six Sigma,1,Forensic Expert
B.Tech,Mechanical Engineering,6.38,AutoCAD,0,Site Supervisor
B.Tech,Production Engineering,8.01,AutoCAD,3,Structural Engineer
M.Sc,Physics (M.Sc),6.26,Scrum Master,0,Statistician
M.Sc,Physics (M.Sc),7.73,AWS,1,Clinical Psychologist
B.Tech,Textile Engineering,8.69,AWS,2,Biomedical Engineer
BBA,Banking & Insurance,7.71,Java,0,Aviation Operations Manager
B.Tech,Mechatronics Engineering,9.26,Scrum Master,0,Robotics Engineer
B.Des,UI/UX Design,8.48,CPA,2,Product Designer
M.Tech,Thermal Engineering,8.25,Scrum Master,0,Senior Data Scientist
BBA,Hospitality Management,7.1,None,2,Aviation Operations Manager
BBA,International Business,7.96,None,0,HR Generalist
M.Tech,Computer Science Engineering (Masters),8.1,Six Sigma,3,Senior Data Scientist
M.Tech,Cybersecurity (Masters),7.65,Java,0,VLSI Architect
BBA,Retail Management,8.86,Java,3,Retail Store Manager
B.Des,Graphic Design,8.66,Python,3,Product Designer
B.A,Sociology,8.56,Python,2,Psychologist
M.Sc,Computer Science (M.Sc),7.97,None,0,Clinical Psychologist
MBA,Digital Marketing (Advanced),8.34,Python,3,Product Manager
B.Tech,Agriculture Engineering,6.43,Scrum Master,1,Food Safety Officer
M.Sc,Data Science (M.Sc),8.75,AWS,3,Data Engineer
M.Tech,Data Science (Masters),6.8,AutoCAD,1,Robotics System Architect
M.Tech,VLSI,7.21,Six Sigma,1,VLSI Architect
B.Tech,Petroleum Engineering,7.68,Six Sigma,2,Automotive Design Engineer
B.Tech,Electrical Engineering,8.73,AutoCAD,0,Embedded Systems Engineer
B.Sc,Nutrition & Dietetics,8.84,Scrum Master,3,Microbiologist
B.Des,Fashion Design,6.83,React,2,Interior Architect
B.Tech,Electrical & Electronics Engineering,8.4,React,3,Embedded Systems Engineer
BBA,Travel & Tourism,7.77,Scrum Master,3,Aviation Operations Manager
,Marine Engineering,7.82,CPA,2,Biomedical Engineer
B.Sc,Information Technology,8.1,Scrum Master,2,Lab Technician
B.Sc,Nursing,7.61,Python,1,Dietician
B.Tech,Production Engineering,8.06,Scrum Master,1,Structural Engineer
B.Des,Graphic Design,9.51,React,3,UI/UX Designer
B.Tech,Cybersecurity,7.81,CPA,0,Full Stack Developer
M.Tech,Structural Engineering,9.87,React,2,R&D Engineer
B.Tech,Agriculture Engineering,8.18,None,1,Biomedical Engineer
B.Sc,Artificial Intelligence,8.62,Scrum Master,0,Lab Technician
B.Sc,Statistics,7.09,None,3,Data Analyst
MBA,Business Analytics (Advanced),8.39,Python,0,Product Manager
MBA,International Business (Advanced),7.66,Scrum Master,3,HR Director
B.A,History,9.21,Java,0,Content Writer
B.A,Geography,6.45,AutoCAD,1,Social Worker
MBA,Entrepreneurship (Advanced),6.95,None,0,Business Development Manager
M.Sc,Mathematics (M.Sc),7.04,AutoCAD,0,Clinical Psychologist
B.A,History,6.47,Six Sigma,0,Social Worker
BBA,Retail Management,7.07,Python,1,Aviation Operations Manager
M.Tech,Robotics,7.1,Python,0,VLSI Architect
M.Tech,Thermal Engineering,6.5,Scrum Master,2,Robotics System Architect
B.Tech,Electrical Engineering,8.07,Python,1,Embedded Systems Engineer
M.Tech,Artificial Intelligence (Masters),9.35,Python,3,R&D Engineer
M.Sc,Biotechnology (M.Sc),8.23,Python,3,Data Engineer
B.Tech,Robotics & Automation,8.56,React,2,Biomedical Engineer
B.Tech,Textile Engineering,8.41,AWS,1,Biomedical Engineer
MBA,Aviation Management (Advanced),8.45,Python,3,Hospital Administrator
B.Tech,Food Technology,6.42,AutoCAD,0,Food Safety Officer
MBA,Human Resource (Advanced),8.56,React,2,Product Manager
B.Tech,Civil Engineering,9.23,AWS,1,Project Manager
BBA,Hospitality Management,6.09,CPA,0,Relationship Manager
M.Tech,VLSI,6.7,Six Sigma,0,Robotics System Architect
BBA,Business Analytics,6.46,Six Sigma,1,Sales Manager
B.Tech,Mechanical Engineering,9.23,AWS,1,Project Manager
B.Tech,Aerospace Engineering,8.57,Python,0,Biomedical Engineer
M.Sc,Agriculture (M.Sc),8.4,AutoCAD,3,Data Engineer
M.Sc,Information Technology (M.Sc),9.87,React,0,Senior Researcher
B.Sc,Fashion Design,9.27,None,2,Clinical Research Associate
M.Tech,Information Technology (Masters),6.64,None,0,Robotics System Architect
M.Sc,Data Science (M.Sc),6.2,Python,0,Statistician
B.Com,Accounting & Finance,8.18,None,1,Financial Auditor
M.Tech,Thermal Engineering,9.05,AutoCAD,1,R&D Engineer
B.Des,Fashion Design,7.94,Six Sigma,0,Fashion Stylist
M.Sc,Physics (M.Sc),8.58,Java,0,Data Engineer
B.Sc,Psychology,6.94,React,0,Registered Nurse
B.A,Economics,6.12,Scrum Master,3,Social Worker
M.Tech,Artificial Intelligence (Masters),7.45,None,2,VLSI Architect
B.Sc,Chemistry,6.19,AutoCAD,2,Forensic Expert
B.Tech,Electrical & Electronics Engineering,6.33,None,1,Maintenance Engineer
B.A,Education,9.54,CPA,2,Content Writer
B.Sc,Environmental Science,7.02,Scrum Master,0,Dietician
M.Sc,Chemistry (M.Sc),8.05,Scrum Master,1,Data Engineer
M.Sc,Environmental Science (M.Sc),8.74,None,1,Data Engineer
M.Tech,Artificial Intelligence (Masters),9.7,Python,2,R&D Engineer
B.Des,Graphic Design,7.29,Python,3,Fashion Stylist
B.Tech,Chemical Engineering,8.64,AWS,1,Structural Engineer
MBA,Banking & Financial Services,6.26,React,3,Agri-Business Manager
M.Tech,Information Technology (Masters),9.05,AutoCAD,1,R&D Engineer
B.Sc,Mathematics,7.1,AWS,2,Data Analyst
B.Sc,Mathematics,8.16,AutoCAD,1,Lab Technician
B.Tech,Petroleum Engineering,8.57,Python,2,Biomedical Engineer
MBA,Aviation Management (Advanced),9.35,CPA,0,Supply Chain Manager
B.Sc,Data Science,9.78,AutoCAD,0,Software Developer
B.Tech,Biomedical Engineering,9.82,AutoCAD,2,Robotics Engineer
MBA,Human Resource (Advanced),9.3,AWS,3,Investment Banker
B.Tech,Civil Engineering,9.42,Python,3,Project Manager
B.Sc,Data Science,6.66,Scrum Master,0,Forensic Expert
B.Tech,Chemical Engineering,9.43,Six Sigma,2,Project Manager
M.Sc,Forensic Science (M.Sc),8.55,Six Sigma,2,Data Engineer
M.Tech,Mechanical Design,8.03,CPA,1,Senior Data Scientist
MBA,Human Resource (Advanced),8.05,AWS,3,Product Manager
B.Com,Auditing,6.42,React,3,Bank Officer
B.Des,Textile Design,6.03,Python,3,Interior Architect
B.Com,Accounting & Finance,7.22,Scrum Master,2,Tax Consultant
B.Com,Accounting & Finance,7.64,React,1,Tax Consultant
B.Com,Financial Markets,7.74,AWS,0,Tax Consultant
M.Tech,Power Systems,8.14,AutoCAD,0,Senior Data Scientist
B.A,English,6.01,React,2,Social Worker
B.Tech,Production Engineering,9.19,Java,0,Project Manager
B.A,Geography,7.38,Python,1,Policy Analyst
B.Des,Industrial Design,9.77,AWS,3,UI/UX Designer
M.Sc,Information Technology (M.Sc),7.05,Six Sigma,1,Clinical Psychologist
B.Des,Product Design,6.77,AutoCAD,1,Interior Architect
B.Sc,Forensic Science,9.78,AWS,0,Software Developer
B.Des,Interior Design,6.28,Java,2,Interior Architect
B.Tech,Instrumentation Engineering,8.67,AWS,0,Embedded Systems Engineer
B.Tech,Robotics & Automation,8.78,Python,1,Biomedical Engineer
B.Des,Product Design,9.36,AWS,2,UI/UX Designer
M.Sc,Chemistry (M.Sc),7.96,Java,0,Clinical Psychologist
MBA,Business Analytics (Advanced),7.6,Six Sigma,0,HR Director
B.A,Political Science,6.46,None,1,Social Worker
B.Com,Auditing,9.15,Scrum Master,1,Chartered Accountant
M.Sc,Information Technology (M.Sc),7.13,AutoCAD,2,Clinical Psychologist
MBA,Retail Management (Advanced),7.51,React,1,Portfolio Manager
B.Des,UI/UX Design,6.54,AWS,3,Interior Architect
B.Tech,Electrical Engineering,6.26,Six Sigma,0,Maintenance Engineer
B.Sc,Environmental Science,7.32,React,3,Dietician
B.Des,Fashion Design,8.89,Python,1,Product Designer
B.Sc,Mathematics,7.17,Scrum Master,1,Data Analyst
B.Des,Textile Design,8.95,None,3,Product Designer
B.A,Psychology,7.06,AWS,1,Policy Analyst
BBA,Healthcare Management,8.75,Java,2,Retail Store Manager
M.Tech,Structural Engineering,8.31,CPA,3,Senior Data Scientist
BBA,Marketing,7.2,None,2,HR Generalist
M.Tech,Cybersecurity (Masters),9.13,AutoCAD,2,R&D Engineer
M.Sc,Food Science & Nutrition,7.0,None,2,Clinical Psychologist
M.Sc,Biotechnology (M.Sc),8.32,Six Sigma,3,Data Engineer
B.Com,Auditing,7.2,Six Sigma,1,Tax Consultant
BBA,Entrepreneurship,7.14,None,0,HR Generalist
MBA,Entrepreneurship (Advanced),8.28,React,3,Product Manager
BBA,Human Resource Management,7.81,React,1,HR Generalist
B.A,Hindi,6.18,Java,3,Social Worker
MBA,IT Management,7.47,Java,1,HR Director
B.Des,UI/UX Design,6.38,Java,2,Interior Architect
B.Tech,Automobile Engineering,7.13,AWS,3,Automotive Design Engineer
M.Tech,Machine Learning,7.71,AutoCAD,2,VLSI Architect
B.Tech,Agriculture Engineering,9.31,None,0,Robotics Engineer
M.Tech,Biotechnology (Masters),8.07,Scrum Master,2,Senior Data Scientist
B.Sc,Computer Science,7.67,React,3,Data Analyst
